,Unnamed: 0_x,season,player_x,pfr_id_x,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,catch_percentage,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_short_name,player_id,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,dom,w8dom,yptmpa,ppr_sh,display_name,common_first_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id_y,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_status,draft_round,draft_pick,draft_team,rookie,Unnamed: 0_y,team,player_y,position_y,offense_snaps,team_snaps,merge_year,AVG,adp_percentile,adp_percentile_pos,POS_group,FantPos,Player_fixed,expected_ppr_pg_prev,expected_ppr_pg_curr_hist,Games_G,Fantasy_PPR,ppg_ppr,per_game_perf_rel_expectations,perf_class
237,1599.0,2018.0,Demetrius Harris,HarrDe03,KC,27.0,TE,15.0,3.0,25.0,12.0,164.0,3.0,9.0,89.0,7.4,75.0,6.3,7.7,1.0,12.0,4.0,0.16,1.0,92.3,,,,,,,,,,,,,,00-0030155,0.0,0.0,193.0,0.8586591801140457,0.0,4.170426896758553,0.6431033403146287,0.5392125631065684,34.4,46.400000000000006,10.0,0.0620347394540942,0.0539256775635652,0.0428326670474014,0.1361926512319936,0.0492492492492492,0.1071428571428571,0.05625,0.0781960531960531,0.0608279708279708,0.4069478908188585,0.0390112661846309,Demetrius Harris,Demetrius,D.Harris,Demetrius,,HAR363756,40615.0,HarrDe03,8524.0,2736.0,16318.0,32004841-5236-3756-791f-6f947ad959aa,1991-07-29,TE,TE,TE,79.0,230.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlajcnjlosuajmqswxvl",Wisconsin-Milwaukee; Mineral Area CC,NO FOOTBALL,2013.0,2021.0,ARI,ACT,ACT,Active,8.0,,,,,0.0,3309.0,KC,Demetrius Harris,TE,371.0,1032.0,2019.0,368.0,0.0681818181818182,0.1372549019607842,TE,TE,Demetrius Harris,,3.337497280531289,15.0,49.9,3.0933333333333337,-0.2441639471979551,neutral
239,3908.0,2018.0,Evan Engram,EngrEv00,NYG,24.0,TE,11.0,8.0,64.0,45.0,577.0,3.0,22.0,189.0,4.2,388.0,8.6,5.3,1.0,45.0,3.0,0.047,0.0,113.9,TE,NYG,6.080517241379311,4.422359424302674,5.093906250000001,7.621294084093494,70.3125,6.6091049814622655,2.3582283518710687,00-0033881,Evan,Engram,E.Engram,00-0033881,0.0,0.0,339.0,19.507501527011105,1.0,24.41296719800079,1.7723358295733398,1.3239434826630032,81.30000000000001,126.3,11.0,0.1645244215938303,0.1196189131968948,0.2559366754617414,0.3424817629482614,0.1942760942760942,0.1875,0.1605839416058394,0.1908880471380471,0.1929208754208754,1.4832904884318765,0.1273313842121181,Evan Engram,Evan,E.Engram,Evan,,ENG726325,44835.0,EngrEv00,11778.0,5607.0,3051876.0,3200454e-4772-6325-a4a0-9b4b442fe68a,1994-09-02,TE,WR,SLOT_WR,75.0,240.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vsrjso6phkjqki88qw9y",Mississippi,Southeastern Conference,2017.0,2025.0,DEN,ACT,ACT,Active,9.0,A,1.0,23.0,NYG,0.0,4829.0,NYG,Evan Engram,TE,475.0,1009.0,2019.0,63.8,0.8465909090909091,0.9215686274509804,TE,TE,Evan Engram,11.104070279259888,11.33124997679576,8.0,109.4,15.7875,4.456250023204239,over
241,2841.0,2018.0,Geoff Swaim,SwaiGe00,DAL,25.0,TE,9.0,9.0,32.0,26.0,242.0,1.0,11.0,78.0,3.0,164.0,6.3,4.3,1.0,26.0,0.0,0.0,0.0,108.6,,,,,,,,,,,,,,00-0032141,0.0,0.0,139.0,5.7037837982898125,0.0,10.193457602339182,1.043264086506987,0.6146883101359788,30.200000000000003,56.2,8.0,0.1285140562248996,0.0726987447698744,0.1990291262135922,0.2509300801532489,0.1394812680115273,0.125,0.1341463414634146,0.1322406340057637,0.1365850144092219,0.9718875502008032,0.0893197711379529,Geoff Swaim,Geoff,G.Swaim,Geoff,,SWA047065,42589.0,SwaiGe00,9679.0,4094.0,3046704.0,32005357-4104-7065-ce44-a1e421d8fb00,1993-09-16,TE,,,76.0,260.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kecuhwgbqvlqt6gb0dz6",Texas; Butte College,Big Twelve Conference,2015.0,2024.0,CLE,RES,CUT,R/UFA,10.0,A,7.0,246.0,DAL,0.0,1804.0,DAL,Geoff Swaim,TE,512.0,1070.0,2019.0,341.0,0.127840909090909,0.2156862745098039,TE,TE,Geoff Swaim,3.538287370252007,3.4283476871606298,6.0,19.5,9.366666666666667,5.938318979506038,over
242,3526.0,2018.0,George Kittle,KittGe00,SF,25.0,TE,16.0,16.0,136.0,88.0,1377.0,5.0,60.0,507.0,5.8,870.0,9.9,7.1,9.0,9.8,5.0,0.037,3.0,101.3,TE,SF,5.40548076923077,3.3138640925833163,7.334117647058824,25.47817557626288,64.70588235294117,7.327922411541521,2.866509406640298,00-0033288,George,Kittle,G.Kittle,00-0033288,0.0,0.0,996.0,65.24452762906024,1.0,31.38739279041372,4.286749181055294,4.149173361545529,170.7,258.7,16.0,0.2556390977443609,0.2616233254531127,0.3756476683937824,0.5927573069790315,0.324228867435837,0.1923076923076923,0.2985074626865671,0.2582682798717647,0.2978446324102081,2.588345864661654,0.1885870912245403,George Kittle,George,G.Kittle,George,,KIT388290,44959.0,KittGe00,11901.0,5732.0,3040151.0,32004b49-5438-8290-eeed-c9c9cca62ec1,1993-10-09,TE,TE,TE,76.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztz3xqjaqgok9m4nylgs",Iowa,Big Ten Conference,2017.0,2025.0,SF,RES,RES,R/Injured,9.0,IR,5.0,146.0,SF,0.0,6085.0,SF,George Kittle,TE,929.0,1056.0,2019.0,32.8,0.9261363636363636,0.9607843137254902,TE,TE,George Kittle,10.322000224815232,13.161581623394875,14.0,222.5,18.478571428571428,5.3169898051765525,over
243,3940.0,2018.0,Gerald Everett,EverGe00,LA,24.0,TE,16.0,0.0,50.0,33.0,320.0,3.0,16.0,176.0,5.3,144.0,4.4,6.1,2.0,16.5,0.0,0.0,1.0,95.4,TE,LAR,6.040750000000001,3.865717026718325,6.583265306122449,6.5640954681328605,65.3061224489796,4.350000834347496,0.1174991656525055,00-0033895,Gerald,Everett,G.Everett,00-0033895,0.0,0.0,304.0,10.903725963838486,1.0,13.106030671523031,1.4629460089241115,1.0523314332021028,53.6,86.60000000000001,15.0,0.0934579439252336,0.0664335664335664,0.0698012603005332,0.1933337690347036,0.0711585501445408,0.1,0.0762331838565022,0.0855792750722704,0.0769268401156326,0.5981308411214953,0.0536329179775559,Gerald Everett,Gerald,G.Everett,Gerald,,EVE166115,44856.0,EverGe00,11799.0,5630.0,3918639.0,32004556-4516-6115-f11c-124334bc44da,1994-06-25,TE,WR,TE,75.0,252.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aayw74rhaupmfnnikzak",South Alabama; UAB; Hutchinson CC,Sun Belt Conference,2017.0,2024.0,CHI,ACT,ACT,Active,8.0,A,2.0,44.0,LA,0.0,3480.0,LA,Gerald Everett,TE,380.0,1079.0,2019.0,266.0,0.3011363636363636,0.4117647058823529,TE,TE,Gerald Everett,3.2095273826006063,4.725289810490419,13.0,89.8,6.661538461538462,1.936248651048043,neutral
244,287.0,2018.0,Greg Olsen,OlseGr00,CAR,33.0,TE,9.0,9.0,38.0,27.0,291.0,4.0,18.0,207.0,7.7,84.0,3.1,8.9,1.0,27.0,1.0,0.026,0.0,128.3,,,,,,,,,,,,,,00-0025418,0.0,0.0,337.0,21.80334658142478,0.0,7.698368695664973,1.2601605462244656,1.7477049231015316,53.1,80.10000000000001,9.0,0.1270903010033444,0.1540219378427788,0.0730434782608695,0.3138530017792397,0.1270742358078602,0.2352941176470588,0.15,0.1811841767274595,0.1487182121756999,0.9732441471571908,0.0912612509969237,Greg Olsen,Greg,G.Olsen,Greg,,OLS094822,32224.0,OlseGr00,3647.0,1164.0,10475.0,32004f4c-5309-4822-46ea-83c77b58b18c,1985-03-11,TE,TE,SLOT_WR,77.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jevf1bubmrv2vvmiwq3r",Miami; Notre Dame,Atlantic Coast Conference,2007.0,2020.0,SEA,ACT,ACT,Active,14.0,,1.0,31.0,CHI,0.0,942.0,CAR,Greg Olsen,TE,429.0,1036.0,2019.0,151.3,0.6107954545454546,0.7058823529411764,TE,TE,Greg Olsen,,8.532720470903499,14.0,123.7,5.721428571428572,-2.8112918994749263,under
247,1608.0,2018.0,Jack Doyle,DoylJa00,IND,28.0,TE,6.0,6.0,33.0,26.0,245.0,2.0,14.0,137.0,5.3,108.0,4.2,5.4,0.0,,0.0,0.0,1.0,105.2,,,,,,,,,,,,,,00-0030181,1.0,1.0,179.0,0.7662439350390979,0.0,8.810988242787094,0.9131159002580465,0.7908610817965122,34.5,60.5,6.0,0.1542056074766355,0.1233631977946244,0.1346633416458852,0.3299989694506527,0.1472355769230769,0.125,0.1686746987951807,0.1361177884615384,0.1427884615384615,1.144859813084112,0.0934853822856789,Jack Doyle,Jack,J.Doyle,Jack,,DOY403968,40641.0,DoylJa00,8520.0,2520.0,16504.0,3200444f-5940-3968-7855-934761d8ebfe,1990-05-05,TE,TE,TE,78.0,262.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h6abyvmg2g93llboizi6",Western Kentucky,Sun Belt Conference,2013.0,2021.0,IND,ACT,ACT,Active,9.0,,,,,0.0,2874.0,IND,Jack Doyle,TE,331.0,1120.0,2019.0,217.7,0.4318181818181817,0.5490196078431373,TE,TE,Jack Doyle,10.312019067512049,5.972490548601112,16.0,111.8,3.78125,-2.1912405486011117,under
249,563.0,2018.0,Jared Cook,CookJa02,LV,31.0,TE,16.0,14.0,101.0,68.0,896.0,6.0,46.0,553.0,8.1,343.0,5.0,8.3,4.0,17.0,9.0,0.089,4.0,98.5,TE,LV,5.582361111111112,2.965243913338437,8.019009900990099,22.043198049120367,67.32673267326733,4.720179597414769,1.0137909908205245,00-0027061,Jared,Cook,J.Cook,00-0027061,0.0,0.0,840.0,27.629262227806272,0.0,22.84157892181525,2.939661351301844,3.424254613808082,125.6,193.6,16.0,0.1816546762589928,0.2219286657859973,0.1719298245614035,0.4500249470172871,0.2208528469312299,0.3157894736842105,0.233502538071066,0.2683211603077202,0.2398401722818261,1.6115107913669064,0.1468023476243194,Jared Cook,Jared,J.Cook,Jared,,COO152641,34540.0,CookJa02,5012.0,65.0,12537.0,3200434f-4f15-2641-bb32-32c02af1d6b5,1987-04-07,TE,WR,SLOT_WR,77.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cthoenebptadlu4g928v",South Carolina,Southeastern Conference,2009.0,2021.0,LAC,ACT,ACT,Active,13.0,,3.0,89.0,TEN,0.0,5285.0,OAK,Jared Cook,TE,767.0,1036.0,2019.0,74.3,0.8068181818181819,0.8823529411764706,TE,TE,Jared Cook,8.072316569323226,10.761336090350031,14.0,167.5,13.828571428571427,3.067235338221396,over
251,2934.0,2018.0,Jeff Heuerman,HeueJe00,DEN,26.0,TE,11.0,10.0,48.0,31.0,281.0,2.0,14.0,131.0,4.2,150.0,4.8,5.0,3.0,10.3,3.0,0.063,2.0,76.8,TE,DEN,5.671282051282052,3.2957960638852764,5.704374999999999,6.261534134176709,64.58333333333334,4.309548775800319,0.6727092887158133,00-0032227,Jeff,Heuerman,J.Heuerman,00-0032227,0.0,0.0,238.0,-4.741022073233915,0.0,12.61113841113841,1.3597031069067422,0.9033948726506102,40.1,71.1,10.0,0.1297297297297297,0.0836555360281195,0.1187648456057007,0.2615190234170902,0.1059178288729739,0.1666666666666666,0.1186440677966101,0.1362922477698203,0.1180675964317125,0.7594594594594595,0.0793066523892383,Jeff Heuerman,Jeff,J.Heuerman,Jeff,,HEU190731,42435.0,HeueJe00,9525.0,3940.0,2576389.0,32004845-5519-0731-c160-ede9f629ceb1,1992-11-24,TE,,,77.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u3cggxnuwxem6rnkwzvg",Ohio State,,2015.0,2019.0,DEN,ACT,UFA,,5.0,,3.0,92.0,DEN,0.0,2008.0,DEN,Jeff Heuerman,TE,555.0,1073.0,2019.0,381.0,0.0482954545454545,0.0784313725490196,TE,TE,Jeff Heuerman,3.645378893979993,3.3967212106511555,14.0,31.4,5.078571428571428,1.6818502179202728,neutral
252,2831.0,2018.0,Jesse James,JameJe00,PIT,24.0,TE,16.0,7.0,39.0,30.0,423.0,2.0,17.0,238.0,7.9,185.0,6.2,7.7,0.0,,3.0,0.077,1.0,117.8,,,,,,,,,,,,,,00-0032135,0.0,0.0,300.0,23.405220400949474,0.0,24.182652682285035,0.9139467928421012,0.8870668588961278,54.3,84.3,14.0,0.0658783783783783,0.0669792364367046,0.0736464968152866,0.1524009567169312,0.0944196428571428,0.0666666666666666,0.0772727272727272,0.0805431547619047,0.0888690476190476,0.714527027027027,0.0553294828038855,Jesse James,Jesse,J.James,Jesse,,JAM239797,42503.0,JameJe00,9593.0,4008.0,2979590.0,32004a41-4d23-9797-c82d-bde8548b3188,1994-06-04,TE,,,79.0,261.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rgk9zqdx9lmbcblem3xn",Penn State,Big Ten Conference,2015.0,2023.0,LV,CUT,CUT,PS; Vet,9.0,P,5.0,160.0,PIT,0.0,5597.0,PIT,Jesse James,TE,562.0,1106.0,2019.0,334.0,0.1477272727272727,0.2549019607843137,TE,TE,Jesse James,4.64320499165961,3.515354281851742,16.0,30.2,5.26875,1.753395718148258,neutral
253,686.0,2018.0,Jimmy Graham,GrahJi00,GB,32.0,TE,16.0,12.0,89.0,55.0,636.0,2.0,32.0,375.0,6.8,261.0,4.7,9.5,2.0,27.5,3.0,0.034,2.0,81.5,TE,GB,6.2510810810810815,2.9410835550333534,9.28685393258427,14.667842654277386,61.79775280898876,4.40236600819168,0.6850885372628657,00-0027696,Jimmy,Graham,J.Graham,00-0027696,0.0,0.0,847.0,13.99161916268204,0.0,11.784522438698604,2.2294235810909053,2.551499829176486,75.60000000000001,130.6,16.0,0.1390625,0.1494617963649197,0.1187983614019117,0.3281631870919358,0.1373946856772521,0.08,0.1538461538461538,0.108697342838626,0.1259157485418017,0.99375,0.0849839922954788,Jimmy Graham,Jimmy,J.Graham,Jimmy,,GRA207087,35534.0,GrahJi00,5619.0,1503.0,13232.0,32004752-4120-7087-8983-64184106d580,1986-11-24,TE,TE,TE,79.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7xs06oj6g03mippwtse",Miami,Atlantic Coast Conference,2010.0,2023.0,NO,ACT,ACT,Active,13.0,A,3.0,95.0,NO,0.0,2435.0,GB,Jimmy Graham,TE,795.0,1067.0,2019.0,158.7,0.5909090909090908,0.6470588235294117,TE,TE,Jimmy Graham,11.857013958018962,8.134976814395099,16.0,100.7,8.1625,0.027523185604900746,neutral
254,3869.0,2018.0,Jonnu Smith,SmitJo01,TEN,23.0,TE,13.0,12.0,30.0,20.0,258.0,3.0,10.0,78.0,3.9,180.0,9.0,5.2,4.0,5.0,3.0,0.1,2.0,99.0,,,,,,,,,,,,,,00-0033858,1.0,0.0,155.0,6.423491387681835,0.0,43.01864295125165,1.0797848383945796,0.7473991805262828,43.8,63.8,11.0,0.0949367088607595,0.0633946830265848,0.1510067114093959,0.1931208097124071,0.1060855263157894,0.25,0.0854700854700854,0.1780427631578947,0.1348684210526315,0.8164556962025317,0.0774572649572649,Jonnu Smith,Jonnu,J.Smith,Jonnu,,SMI443054,44912.0,SmitJo01,11855.0,5686.0,3054212.0,3200534d-4944-3054-540c-5ec35eb5903e,1995-08-22,TE,TE,TE,75.0,248.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/egd6llghj3n5wfdrqacw",Florida International,Conference USA,2017.0,2025.0,PIT,ACT,ACT,Active,9.0,A,3.0,100.0,TEN,0.0,6571.0,TEN,Jonnu Smith,TE,611.0,959.0,2019.0,402.0,0.0056818181818182,0.0196078431372549,TE,TE,Jonnu Smith,4.140666622305755,3.562964210767981,16.0,104.7,3.9875,0.42453578923201896,neutral
255,2230.0,2018.0,Jordan Matthews,MattJo00,PHI,26.0,WR,14.0,3.0,28.0,20.0,300.0,2.0,14.0,217.0,10.9,83.0,4.2,10.2,2.0,10.0,1.0,0.036,0.0,130.1,,,,,,,,,,,,,,00-0031299,0.0,0.0,285.0,17.71372689194216,0.0,10.848473149815767,0.7671039715842128,0.9711690451616044,42.0,62.0,11.0,0.0676328502415458,0.0887297633872976,0.0558922558922558,0.1724330860721569,0.0927357032457496,0.0869565217391304,0.0858895705521472,0.08984611249244,0.0915798669444257,0.7246376811594203,0.0573171859110659,Jordan Matthews,Jordan,J.Matthews,Jordan,,MAT569663,41271.0,MattJo00,8677.0,2981.0,16763.0,32004d41-5456-9663-2598-657f4f0af257,1992-07-16,TE,,,75.0,212.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9rddikwsnwmfh9girgn",Vanderbilt,Southeastern Conference,2014.0,2024.0,CAR,DEV,CUT,Active,8.0,A,2.0,42.0,PHI,0.0,,,,,,,2019.0,338.0,0.1363636363636363,0.2352941176470588,TE,WR,Jordan Matthews,7.918890351675757,5.032778611260486,3.0,7.3,20.666666666666668,15.633888055406182,over
259,849.0,2018.0,Kyle Rudolph,RudoKy00,MIN,29.0,TE,16.0,16.0,82.0,64.0,634.0,4.0,32.0,389.0,6.1,245.0,3.8,6.4,1.0,64.0,1.0,0.012,1.0,110.1,TE,MIN,5.763225806451612,3.5472514047159645,6.874999999999998,12.573265056693993,78.04878048780488,3.737677266097048,0.2899789839029516,00-0027981,Kyle,Rudolph,K.Rudolph,00-0027981,0.0,0.0,521.0,26.10858808498672,0.0,23.993718191148044,2.282739398753224,1.8930918579304936,87.4,151.4,16.0,0.1353135313531353,0.1185168334849863,0.1278890600924499,0.297783763817692,0.14751046998604,0.1333333333333333,0.146788990825688,0.1404219016596866,0.1446750426554987,1.046204620462046,0.1007975925753318,Kyle Rudolph,Kyle,K.Rudolph,Kyle,,RUD559717,37118.0,RudoKy00,6195.0,1789.0,14054.0,32005255-4455-9717-7e48-fda7c76802aa,1989-11-09,TE,,,78.0,258.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mtvrkfel5750mlevcvtp",Notre Dame,Independent,2011.0,2022.0,TB,ACT,U01,R/UFA,12.0,A,2.0,43.0,MIN,0.0,4178.0,MIN,Kyle Rudolph,TE,925.0,1051.0,2019.0,146.3,0.6335227272727273,0.7254901960784313,TE,TE,Kyle Rudolph,10.731019656582404,8.806346513776699,16.0,113.7,9.4625,0.6561534862233014,neutral
261,2602.0,2018.0,Matt LaCosse,LaCoMa00,DEN,26.0,TE,15.0,5.0,37.0,24.0,250.0,1.0,11.0,102.0,4.3,148.0,6.2,5.5,0.0,,1.0,0.027,1.0,82.0,,,,,,,,,,,,,,00-0031744,0.0,0.0,202.0,8.190965254500043,0.0,29.026535149632977,1.0180531043201062,0.6400010295045427,31.0,55.0,13.0,0.0767634854771784,0.0572075899178702,0.090851334180432,0.1609113001500638,0.0754375377187688,0.0588235294117647,0.0723684210526315,0.0671305335652667,0.072114736057368,0.5186721991701245,0.0482092456567852,Matt LaCosse,Matt,M.LaCosse,Matt,,LAC529668,42775.0,LaCoMa00,9840.0,4575.0,2576179.0,32004c41-4352-9668-8a9b-d506fd63b29c,1992-09-21,TE,TE,TE,78.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yt2cjnrobixknkfi5vud",Illinois,Big Ten Conference,2015.0,2021.0,NE,DEV,DEV,PS; Vet,5.0,,,,,0.0,2009.0,DEN,Matt LaCosse,TE,418.0,1073.0,2019.0,222.0,0.4176136363636363,0.5098039215686274,TE,TE,Matt LaCosse,,5.843793134617504,11.0,32.1,5.0,-0.8437931346175036,neutral
262,3020.0,2018.0,Nick Vannett,VannNi00,SEA,25.0,TE,15.0,9.0,43.0,29.0,269.0,3.0,17.0,131.0,4.5,138.0,4.8,6.2,0.0,,1.0,0.023,0.0,107.6,TE,SEA,5.732777777777778,3.68941833737443,6.093255813953488,6.781902846478592,67.44186046511628,5.2569083056693895,-0.0207014091176649,00-0032394,Nicholas,Vannett,N.Vannett,00-0032394,1.0,0.0,267.0,10.570787202450449,0.0,36.6617774830803,1.703796831971402,1.1704869543680632,44.9,73.9,15.0,0.1064356435643564,0.0739817123857024,0.1063993831919815,0.2188388352550966,0.0833849969001859,0.09375,0.1172413793103448,0.0885674984500929,0.0854579975201487,0.6658415841584159,0.0547756348488666,Nick Vannett,Nick,N.Vannett,Nick,,VAN643509,43383.0,VannNi00,10728.0,4807.0,2576399.0,32005641-4e64-3509-b1ce-15322f2faec9,1993-03-06,TE,TE,TE,78.0,257.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/srrlkx2mydsb8gfco6fp",Ohio State,Big Ten Conference,2016.0,2025.0,MIN,ACT,ACT,Active,10.0,A,3.0,94.0,SEA,0.0,5877.0,SEA,Nick Vannett,TE,528.0,1069.0,2019.0,356.0,0.0909090909090909,0.1764705882352941,TE,TE,Nick Vannett,4.464604520913316,3.304421658529694,16.0,33.6,4.61875,1.3143283414703064,neutral
264,3902.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0033879,0.0,0.0,567.0,25.56503975882703,0.0,10.576993129349049,1.1464536020248473,1.3047358765880752,86.5,120.5,10.0,0.1167883211678832,0.128951557880373,0.1661367249602543,0.2783437280561232,0.1508275493860117,0.2,0.1489361702127659,0.1754137746930059,0.1606620395088094,1.3746958637469586,0.10645440571055,O.J. Howard,O.J.,O.Howard,O.J.,,HOW308864,44831.0,HowaO.00,11774.0,5603.0,3043080.0,3200484f-5730-8864-f556-0040cd058670,1994-11-18,TE,,,78.0,251.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usf4x1xgc8bqnuaewkp2",Alabama,Southeastern Conference,2017.0,2022.0,HOU,ACT,CUT,Active,6.0,A,1.0,19.0,TB,0.0,6358.0,TB,O.J. Howard,TE,435.0,1085.0,2019.0,56.5,0.8636363636363636,0.9411764705882352,TE,TE,O.J. Howard,,11.743462217642016,14.0,83.9,8.607142857142858,-3.136319360499158,under
265,3775.0,2018.0,Ricky Seals-Jones,SealRi00,ARI,23.0,TE,15.0,5.0,69.0,34.0,343.0,1.0,14.0,246.0,7.2,97.0,2.9,9.9,1.0,34.0,5.0,0.072,3.0,50.6,TE,ARI,5.295882352941177,2.7307876679597243,9.84507246376812,17.12782265791252,49.275362318840585,2.6895746344813314,0.283366541989257,00-0033611,Roderick,Seals-Jones,R.Seals-Jones,00-0033611,0.0,0.0,680.0,-26.38445831276558,0.0,9.131925101635924,2.341595078807573,2.900117215123044,40.3,74.30000000000001,15.0,0.1496746203904555,0.1892042292710072,0.08003300330033,0.3758753140024891,0.1254113345521023,0.0714285714285714,0.1085271317829457,0.0984199529903369,0.1146147819273962,0.7440347071583514,0.0807959982601131,Ricky Seals-Jones,Ricky,R.Seals-Jones,Ricky,,SEA449742,45481.0,SealRi00,12020.0,5938.0,3051806.0,32005345-4144-9742-e3b2-759908a92e0d,1995-03-15,TE,TE,TE,77.0,243.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqwpbsutfe0anvjkqeux",Texas A&M,Southeastern Conference,2017.0,2021.0,WAS,RES,RES,R/Injured,5.0,IR,,,,0.0,93.0,ARI,Ricky Seals-Jones,TE,536.0,936.0,2019.0,316.0,0.1931818181818182,0.3137254901960784,TE,WR,Ricky Seals-Jones,5.201848996423804,5.327719357163026,14.0,58.9,5.307142857142858,-0.02057650002016853,neutral
267,1770.0,2018.0,Travis Kelce,KelcTr00,KC,29.0,TE,16.0,16.0,150.0,103.0,1336.0,10.0,68.0,767.0,7.4,569.0,5.5,9.2,7.0,14.7,7.0,0.047,3.0,110.3,TE,KC,5.618666666666666,2.894876456665061,8.906600000000001,25.311565729096024,68.66666666666667,4.644536824535757,1.1807058939108457,00-0030506,Travis,Kelce,T.Kelce,00-0030506,2.0,1.0,1375.0,70.1805993490991,0.0,17.939153632945125,4.300789115853131,4.344747342876117,191.6,294.6,16.0,0.2572898799313893,0.2607623743599469,0.2161339421613394,0.5945447193850415,0.26063207179087,0.2,0.2845188284518828,0.230316035895435,0.248505657432696,2.2915951972555746,0.1587164761278783,Travis Kelce,Travis,T.Kelce,Travis,,KEL012458,40011.0,KelcTr00,7844.0,2216.0,15847.0,32004b45-4c01-2458-b7b6-3a14cdb414dd,1989-10-05,TE,WR,SLOT_WR,77.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",Cincinnati,Big East,2013.0,2025.0,KC,ACT,ACT,Active,13.0,A,3.0,63.0,KC,0.0,3318.0,KC,Travis Kelce,TE,993.0,1032.0,2019.0,18.8,0.9573863636363636,1.0,TE,TE,Travis Kelce,12.94410369548896,14.061315854051903,16.0,254.3,18.4125,4.351184145948098,over
269,1850.0,2018.0,Tyler Eifert,EifeTy00,CIN,28.0,TE,4.0,2.0,19.0,15.0,179.0,1.0,10.0,125.0,8.3,54.0,3.6,9.2,1.0,15.0,1.0,0.053,1.0,101.5,,,,,,,,,,,,,,00-0030549,0.0,0.0,175.0,9.789625655743292,0.0,5.175679875679876,0.4800425861401471,0.5748174527444702,23.9,38.900000000000006,4.0,0.1210191082802547,0.1555555555555555,0.095575221238938,0.3059731068648266,0.1495405179615705,0.0909090909090909,0.1587301587301587,0.1202248044353307,0.1378142325510746,1.1401273885350318,0.0908920977615776,Tyler Eifert,Tyler,T.Eifert,Tyler,,EIF131143,39967.0,EifeTy00,7802.0,2202.0,15788.0,32004549-4613-1143-bfd0-182bad3b5b94,1990-09-08,TE,TE,SLOT_WR,78.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nibaefmxxjry7zca415v",Notre Dame,Independent,2013.0,2020.0,JAX,ACT,UFA,Active,8.0,,1.0,21.0,CIN,0.0,1383.0,CIN,Tyler Eifert,TE,133.0,995.0,2019.0,241.5,0.3721590909090909,0.4705882352941176,TE,TE,Tyler Eifert,10.085891002760867,5.288536075140075,16.0,106.6,2.4312500000000004,-2.857286075140075,under
